genes,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_symbols
ENSDARG00000102638,3.303078209,-1.583152055,1.266914543,-1.249612347,0.21144119,0.379497585,si:rp71-7l19.2
ENSDARG00000070092,1.322975657,-2.703366325,2.163317141,-1.249639396,0.211431305,0.379497585,KCNV1
ENSDARG00000039770,62.28569517,-0.516589989,0.413428877,-1.249525654,0.211472876,0.379503982,dync2li1
ENSDARG00000023940,12.72375475,-0.806245825,0.64525176,-1.249505814,0.211480128,0.379503982,si:ch73-362m14.4
ENSDARG00000102586,98.83334069,0.301366208,0.241213431,1.249375735,0.211527679,0.379525831,zgc:152938
ENSDARG00000022968,1491.914596,0.119780245,0.095869065,1.249414972,0.211513335,0.379525831,fxr1
ENSDARG00000039980,474.2829826,-0.187987494,0.150498727,-1.249096905,0.211629633,0.379677009,ppt1
ENSDARG00000079620,6.280144023,-1.114470758,0.892394276,-1.248854669,0.211718234,0.379773005,amigo1
ENSDARG00000070931,2.807973334,-1.698698165,1.360205746,-1.248853837,0.211718538,0.379773005,si:ch211-232m10.6
ENSDARG00000078167,2.313004226,-1.873195594,1.500040868,-1.248763039,0.211751756,0.379800839,si:dkeyp-100h4.1
ENSDARG00000020405,1129.185818,0.129481566,0.103715471,1.248430591,0.211873412,0.379987278,napab
ENSDARG00000071906,1169.793662,0.139030546,0.111382632,1.248224634,0.211948805,0.380090724,sec24b
ENSDARG00000100363,1353.835445,0.143008391,0.114579521,1.248114749,0.211989038,0.380100048,dcun1d5
ENSDARG00000093416,8.093340521,-1.178751923,0.94442674,-1.248113669,0.211989433,0.380100048,BX470229.1
ENSDARG00000024478,1249.645899,-0.126180014,0.101107087,-1.247983867,0.212036965,0.380153506,mpc2
ENSDARG00000101878,40.82470976,0.436549187,0.349893037,1.247664688,0.212153878,0.38031997,kdf1b
ENSDARG00000111240,255.0122381,-0.214447411,0.171885657,-1.247616672,0.21217147,0.38031997,dhrs13a.2
ENSDARG00000014943,358.5133491,-0.270010918,0.216435222,-1.247536864,0.212200712,0.38031997,kif23
ENSDARG00000019307,16.02796705,-0.759625742,0.608895526,-1.247546926,0.212197025,0.38031997,dusp5
ENSDARG00000033539,8849.942577,-0.130015359,0.104248992,-1.247161787,0.212338181,0.380523694,paics
ENSDARG00000100052,17.5114918,-0.720869496,0.578043407,-1.247085406,0.212366184,0.380523694,cckb
ENSDARG00000011042,10.40946749,-0.896677559,0.719020767,-1.247081587,0.212367584,0.380523694,pgbd5
ENSDARG00000055731,163.7862515,0.22577085,0.181062115,1.246924846,0.212425055,0.380594338,si:dkeyp-69e1.8
ENSDARG00000007184,7875.501011,-0.106314711,0.085264773,-1.246877319,0.212442484,0.380594338,zbtb16a
ENSDARG00000076826,21.32084063,-0.612049826,0.490902207,-1.246785648,0.212476104,0.38062279,dpp6a
ENSDARG00000074684,72.05911541,0.333466225,0.267504517,1.246581659,0.21255093,0.380725045,zmp:0000000758
ENSDARG00000060380,261.7916871,-0.196012182,0.157296729,-1.246130058,0.212716651,0.380965955,coq6
ENSDARG00000025824,16.68243224,-1.041202541,0.835556678,-1.246118388,0.212720935,0.380965955,dmtf1
ENSDARG00000088019,2.480472455,1.999719515,1.605240626,1.245744397,0.212858249,0.381180057,si:ch211-114l13.12
ENSDARG00000115902,223.2769433,0.217350787,0.174487571,1.245651972,0.212892193,0.381209028,lnpa
ENSDARG00000087473,232.3878392,0.247827381,0.199078494,1.244872691,0.213178551,0.381607562,dnajb12b
ENSDARG00000003383,157.3443773,0.231897573,0.18628028,1.244885249,0.213173934,0.381607562,asb8
ENSDARG00000014676,1035.749706,-0.124700334,0.100172763,-1.244852701,0.2131859,0.381607562,bckdhb
ENSDARG00000096961,77.0037779,-0.384834507,0.309120667,-1.244932959,0.213156394,0.381607562,CLIP4
ENSDARG00000015759,4398.196536,0.098531374,0.079156484,1.244766939,0.213217432,0.381632169,tspan7
ENSDARG00000014898,844.2195769,-0.140356504,0.112766502,-1.244664871,0.213254964,0.381667509,ncbp2
ENSDARG00000034095,2.809991371,1.701436046,1.367472031,1.244219997,0.213418606,0.381819616,si:dkey-59l11.10
ENSDARG00000099598,4.958316573,1.223793263,0.983604872,1.244191949,0.213428926,0.381819616,CABZ01067558.1
ENSDARG00000034146,640.9469433,-0.15397786,0.123743737,-1.244328509,0.213378683,0.381819616,ccnk
ENSDARG00000004262,19.82819875,-0.633942674,0.509482775,-1.244286765,0.21339404,0.381819616,cyp46a1.2
ENSDARG00000110173,3.632087114,-1.763149916,1.417000558,-1.244283148,0.213395371,0.381819616,BX323861.3
ENSDARG00000077582,64.27854413,-0.394194476,0.316851007,-1.244100437,0.2134626,0.381848021,ank3b
ENSDARG00000097992,13.71913942,0.747376824,0.600774459,1.2440223,0.213491356,0.381858141,BX005450.1
ENSDARG00000090481,10.90300806,-0.90114355,0.724398705,-1.243988351,0.21350385,0.381858141,trarg1a
ENSDARG00000078335,780.4588854,-0.206091047,0.165684794,-1.243874241,0.213545851,0.381901428,amot
ENSDARG00000078266,86.27767751,-0.343486977,0.27616274,-1.243784653,0.21357883,0.381928574,twist2
ENSDARG00000111614,98.82411004,-0.289334778,0.232654563,-1.243623909,0.213638012,0.382002569,znf1183
ENSDARG00000039434,2.972428045,-1.805096473,1.451631184,-1.243495243,0.213685393,0.382055451,oprm1
ENSDARG00000008032,2198.152459,-0.121012765,0.097336297,-1.243243973,0.213777943,0.382189079,sart3
ENSDARG00000062970,502.0888792,0.162796519,0.130957155,1.243128095,0.213820634,0.382233554,fam129ba
ENSDARG00000055158,294.3197323,-0.191855118,0.154341286,-1.243057663,0.213846586,0.382248099,prox1a
ENSDARG00000061138,111.2434887,-0.322201973,0.259214413,-1.242994049,0.213870026,0.382258155,senp7b
ENSDARG00000043728,344.6024197,-0.177793589,0.143054321,-1.242839691,0.213926913,0.382296142,srek1ip1
ENSDARG00000094836,100.6508553,-0.298538938,0.240202118,-1.24286555,0.213917382,0.382296142,si:ch211-195b15.8
ENSDARG00000045463,329.3767481,-0.177208364,0.142600156,-1.242694045,0.213980599,0.382360236,ralaa
ENSDARG00000099915,3.968380568,-1.584829952,1.275449147,-1.242566162,0.214027746,0.382412635,p2ry2.1
ENSDARG00000099376,53.04344124,-0.405936441,0.326722421,-1.242450516,0.214070387,0.382456977,CABZ01050249.1
ENSDARG00000091669,143.9576161,-0.254789574,0.205085541,-1.242357569,0.214104664,0.382486368,bicdl2l
ENSDARG00000036929,559.9673665,0.157853823,0.127071887,1.242240325,0.214147906,0.382531769,rnf139
ENSDARG00000101260,960.5269116,-0.127076552,0.102310398,-1.242068793,0.214211182,0.382612946,si:ch73-21k16.4
ENSDARG00000060877,2.807698481,-1.698549905,1.367614855,-1.241979713,0.214244047,0.382639797,edil3b
ENSDARG00000010977,78.66789808,-0.3154633,0.254048388,-1.24174494,0.214330683,0.382762669,rab34b
ENSDARG00000038793,21.15111183,-0.593109075,0.477695068,-1.241606026,0.214381957,0.382822375,ccdc24
ENSDARG00000091967,333.5380858,0.178511745,0.143846482,1.240987907,0.214610216,0.383198087,ttf1
ENSDARG00000095796,595.8459067,0.158798817,0.128001244,1.2406037,0.214752184,0.383416757,si:dkey-87o1.2
ENSDARG00000100127,28.59133643,-0.590767272,0.476210244,-1.240559772,0.214768421,0.383416757,znf1178
ENSDARG00000031777,27.76762842,0.557402958,0.449339176,1.240494905,0.214792398,0.383420193,pparaa
ENSDARG00000076780,656.0702838,-0.174909938,0.141004335,-1.240457881,0.214806084,0.383420193,acadsb
ENSDARG00000031681,1018.950104,0.13541024,0.109182943,1.240214228,0.214896167,0.383549082,atp6v0b
ENSDARG00000041299,260.1273925,-0.263733727,0.212670856,-1.240102816,0.214937368,0.383590709,zgc:110796
ENSDARG00000037860,3494.31038,0.107238087,0.086488339,1.239913823,0.21500727,0.383651642,cox6b2
ENSDARG00000096217,19.33527313,-0.625146189,0.504172764,-1.239944388,0.214995964,0.383651642,si:dkey-51d8.9
ENSDARG00000084628,9.256906549,0.962309438,0.776174465,1.23981074,0.215045405,0.383687781,RF00443
ENSDARG00000079542,199.1577309,-0.2463143,0.198694157,-1.239665547,0.215099126,0.38375172,stard13a
ENSDARG00000035458,1.818136458,2.171576849,1.753153882,1.238668705,0.215468213,0.384282785,atp2a1l
ENSDARG00000097781,1.818136458,2.171576849,1.753153882,1.238668705,0.215468213,0.384282785,CU683879.2
ENSDARG00000104651,1.818136458,2.171576849,1.753153882,1.238668705,0.215468213,0.384282785,msx2a
ENSDARG00000034989,25.12358794,0.538695654,0.434952463,1.238516157,0.215524735,0.384282785,retsatl
ENSDARG00000037894,105.7771052,0.299746949,0.242038557,1.238426443,0.215557981,0.384282785,ezh1
ENSDARG00000042561,421.2888444,0.160820844,0.129844829,1.23856179,0.215507826,0.384282785,lpar2b
ENSDARG00000054799,1435.748412,0.119048343,0.096112696,1.238632848,0.215481497,0.384282785,rfc1
ENSDARG00000114540,126.6134514,-0.301707,0.243597056,-1.238549453,0.215512397,0.384282785,nfr
ENSDARG00000032344,76.34924466,-0.325031853,0.262455488,-1.23842658,0.21555793,0.384282785,pde4a
ENSDARG00000019651,8.592769542,-1.040808061,0.84067569,-1.238061328,0.215693322,0.384479346,zgc:162239
ENSDARG00000092975,5.123380765,-1.288732094,1.040951897,-1.238032322,0.215704076,0.384479346,AL935198.1
ENSDARG00000029621,540.7100383,-0.171763608,0.138745519,-1.237975889,0.215725001,0.384484704,sgms1
ENSDARG00000100599,6.281451862,-1.295061437,1.0463046,-1.23774801,0.215809511,0.384603379,c1s
ENSDARG00000099222,329.2142177,0.181003614,0.146278196,1.237392988,0.215941221,0.384806144,prpsap1
ENSDARG00000113719,117.5099909,0.282099319,0.227990881,1.237327202,0.215965633,0.384817687,CABZ01118575.1
ENSDARG00000104070,1.817782972,-2.169153824,1.75323635,-1.237228411,0.216002297,0.384851057,BX323876.1
ENSDARG00000095254,8063.026365,-0.178480482,0.14429757,-1.236891804,0.216127253,0.38504172,si:dkey-239j18.2
ENSDARG00000037790,52.88638014,0.382105863,0.308995462,1.236606717,0.216233125,0.38519328,pvalb8
ENSDARG00000039064,156.1605505,-0.252818469,0.204452053,-1.236566054,0.216248229,0.38519328,st3gal7
ENSDARG00000034423,94.52715513,-0.353736581,0.286079289,-1.236498394,0.216273363,0.385206071,sncga
ENSDARG00000073744,227.8982545,0.212946226,0.172239274,1.236339544,0.216332378,0.385247227,ip6k1
ENSDARG00000092241,48.75263162,-0.42254345,0.341763715,-1.236361354,0.216324274,0.385247227,znf1009
ENSDARG00000085291,1.98420773,2.321636765,1.87818207,1.23610847,0.216418247,0.385368159,RF01192
ENSDARG00000070570,810.6358084,-0.126625256,0.102443081,-1.236054745,0.216438215,0.385371735,ppp4ca
ENSDARG00000042652,1585.170392,-0.126411377,0.102275318,-1.23599105,0.21646189,0.38538191,rreb1b
ENSDARG00000078600,308.3977985,0.255364632,0.206649637,1.235737146,0.216556285,0.38551798,ldlrad3
ENSDARG00000087100,9.090675397,1.04070408,0.842265372,1.23560117,0.21660685,0.385557423,ntng2b
ENSDARG00000090778,124.6181208,-0.267687226,0.216658727,-1.235524778,0.216635261,0.385557423,ttll1
ENSDARG00000077207,32.88464059,-0.511516035,0.414020669,-1.235484297,0.216650317,0.385557423,lzts2b
ENSDARG00000003615,1.982967651,-2.321133855,1.878594564,-1.235569345,0.216618685,0.385557423,slc26a3.2
ENSDARG00000079790,94.38949255,-0.391003629,0.31649791,-1.23540667,0.216679192,0.38557683,LO018102.1
ENSDARG00000075292,42.96584664,0.4716251,0.381912273,1.234904279,0.216866131,0.385877483,myo15aa
ENSDARG00000037158,1113.288219,-0.134446342,0.108881065,-1.234800033,0.216904935,0.385887496,rcc1
ENSDARG00000103775,81.97031921,-0.326021399,0.264029292,-1.234792535,0.216907726,0.385887496,thbs1a
ENSDARG00000097895,2.972928574,-1.805479952,1.462640221,-1.234397856,0.217054688,0.386116932,CR352228.1
ENSDARG00000017115,623.916513,0.141024517,0.114260065,1.234241523,0.217112919,0.386188502,kctd10
ENSDARG00000097660,255.3472358,0.201245086,0.163067364,1.234122398,0.217157298,0.386235424,trappc2
ENSDARG00000016656,129.7500645,0.292289797,0.236887872,1.233874044,0.217249843,0.386239943,mgme1
ENSDARG00000045880,145.2766999,0.247870368,0.200882488,1.233907299,0.21723745,0.386239943,gas2l3
ENSDARG00000034541,580.4533487,0.1655753,0.134177154,1.234005155,0.217200983,0.386239943,tgfbr2b
ENSDARG00000053864,480.5785698,-0.207545845,0.168182171,-1.234053783,0.217182864,0.386239943,elmsan1b
ENSDARG00000075098,57.34110214,-0.426011447,0.345253269,-1.233909958,0.217236458,0.386239943,wdr17
ENSDARG00000067601,1758.817554,-0.109088045,0.0884291,-1.233621568,0.217343952,0.386375243,arfgap2
ENSDARG00000041952,9.750467255,0.965063477,0.7824383,1.233405212,0.217424621,0.386486629,prox2
ENSDARG00000053454,5.285670239,-1.352015397,1.096227213,-1.233335007,0.217450802,0.386501149,cntn3b
ENSDARG00000014953,14.37650987,-0.709291317,0.575181153,-1.23316161,0.217515475,0.386584076,cnih3
ENSDARG00000099890,19.50147553,-0.749029955,0.607438431,-1.233096091,0.217539916,0.386595492,CU207221.2
ENSDARG00000011049,346.6236598,-0.249010687,0.202038713,-1.232489969,0.217766111,0.386933376,slc17a9b
ENSDARG00000045067,115.0239377,-0.264960993,0.214976412,-1.232511933,0.217757912,0.386933376,kcnk1a
ENSDARG00000012777,2339.121164,-0.117497904,0.095348757,-1.232296136,0.217838483,0.386965835,nucks1b
ENSDARG00000075881,78.33594349,-0.316731753,0.257015771,-1.232343653,0.21782074,0.386965835,si:ch211-39k3.2
ENSDARG00000098751,14.37757197,-0.780196583,0.63309219,-1.232358565,0.217815172,0.386965835,lzts3a
ENSDARG00000054362,2450.974865,0.099209662,0.080518612,1.232133286,0.217899299,0.386977758,ccdc47
ENSDARG00000101602,579.6214187,-0.154661829,0.125521616,-1.232152947,0.217891956,0.386977758,preb
ENSDARG00000041150,177.3394036,-0.222650546,0.180695341,-1.232187536,0.217879038,0.386977758,slc17a6b
ENSDARG00000091058,2.975494679,1.807945045,1.467818053,1.231722857,0.218052629,0.38717689,tmem173
ENSDARG00000062801,1022.363487,0.120605946,0.097919214,1.231688253,0.21806556,0.38717689,erfl3
ENSDARG00000013292,35.03391111,-0.465659841,0.378065074,-1.231692303,0.218064046,0.38717689,tmem179
ENSDARG00000104005,4.130145853,-1.361234314,1.105285946,-1.231567559,0.218110666,0.387224934,slc4a3
ENSDARG00000095350,7.10614015,1.05224804,0.854626465,1.231237369,0.218234099,0.387412018,si:dkey-4c15.12
ENSDARG00000053298,277.1540456,-0.228232046,0.185386404,-1.231115339,0.218279729,0.387460965,nkx2.2a
ENSDARG00000005551,6483.488423,0.100510103,0.081651371,1.23096651,0.21833539,0.387495655,hnrnph1l
ENSDARG00000069432,1693.694964,-0.125718983,0.10212881,-1.230984506,0.218328659,0.387495655,plscr3b
ENSDARG00000010655,371.3509019,-0.18280253,0.1485486,-1.230590728,0.218475975,0.38768118,ppm1k
ENSDARG00000014929,45.61466675,-0.441543917,0.358806538,-1.2305905,0.21847606,0.38768118,p2ry11
ENSDARG00000075715,4.132864762,1.363195474,1.107860943,1.230475253,0.218519189,0.387725645,TMEM236
ENSDARG00000033029,587.6670974,0.178425977,0.145018132,1.230370127,0.218558535,0.387725905,pkd1b
ENSDARG00000045951,603.2676102,0.148181683,0.120440597,1.230330027,0.218573544,0.387725905,kat5b
ENSDARG00000103718,918.4060406,-0.127278899,0.103450989,-1.230330427,0.218573395,0.387725905,chmp5b
ENSDARG00000025340,391.0407604,-0.172371854,0.140115217,-1.230215086,0.218616572,0.387770173,tusc2b
ENSDARG00000003925,14.71366181,0.833331301,0.677606954,1.229815155,0.218766332,0.388003734,cx28.6
ENSDARG00000055876,2.972693769,-1.805222863,1.468025716,-1.229694305,0.2188116,0.388051947,msmo1
ENSDARG00000099745,1003.978931,-0.12577289,0.102290319,-1.229567871,0.218858967,0.388103873,baz1a
ENSDARG00000093044,12.72538872,0.808889143,0.657927971,1.229449391,0.218903362,0.388150519,si:ch211-161h7.5
ENSDARG00000079231,5.289422934,-1.352840983,1.100491759,-1.229305873,0.218957146,0.388213806,slc7a14b
ENSDARG00000000212,3082.581808,0.103942522,0.084560721,1.229205709,0.218994689,0.388248289,krt97
ENSDARG00000025226,13.05867948,-0.785215126,0.638863236,-1.229081721,0.219041168,0.388298607,znf668
ENSDARG00000103020,4.624704341,-1.319999556,1.074671332,-1.228282096,0.219341089,0.388798162,si:dkey-237i9.8
ENSDARG00000098376,3.800834354,-1.501523091,1.2225306,-1.228209005,0.219368519,0.388814664,si:ch211-207l14.1
ENSDARG00000011146,1.983285694,-2.321377168,1.890187821,-1.228119842,0.219401984,0.388841857,uqcrb
ENSDARG00000089138,60.0055279,-0.43993802,0.358299858,-1.227848713,0.219503765,0.388990113,si:ch1073-440b2.1
ENSDARG00000016607,91.88272157,-0.300889945,0.245148655,-1.227377507,0.219680736,0.38927158,echdc2
ENSDARG00000074378,115.7260938,0.423731907,0.345266351,1.227260941,0.219724531,0.389285455,junba
ENSDARG00000054218,113.3784628,0.279558314,0.227790602,1.227260087,0.219724852,0.389285455,si:ch73-269m23.5
ENSDARG00000040455,373.0309436,-0.194953888,0.158872753,-1.227107132,0.219782328,0.389355136,unc50
ENSDARG00000053136,54.70767445,0.378039959,0.30809879,1.227008906,0.219819244,0.389385678,b2m
ENSDARG00000079697,1.981095082,-2.319522396,1.890455704,-1.22696469,0.219835863,0.389385678,zgc:194908
ENSDARG00000032929,46.77443164,0.422082007,0.344053196,1.226792868,0.219900452,0.389467933,cryba1l1
ENSDARG00000030215,5.454751802,1.202483328,0.980536762,1.226352111,0.220066199,0.389729319,matn1
ENSDARG00000088798,6.94223689,1.159179404,0.945332063,1.226213994,0.220118157,0.389789163,plcxd1
ENSDARG00000039878,961.5303236,-0.168727545,0.137641421,-1.225848612,0.22025565,0.390000452,ambra1b
ENSDARG00000093886,1.818420363,-2.169435638,1.770145538,-1.22556908,0.220360879,0.390154583,si:dkey-167i21.2
ENSDARG00000092962,1.817485412,-2.168925876,1.770269481,-1.225195316,0.220501639,0.39037159,BX004981.2
ENSDARG00000019572,1000.207588,0.124246262,0.101418079,1.225089882,0.220541357,0.390409693,taf7
ENSDARG00000077609,1.816660854,-2.16828471,1.770361577,-1.224769413,0.220662112,0.390591235,elfn2a
ENSDARG00000037496,13.22237864,0.738067147,0.602693317,1.224614785,0.220720395,0.390662172,gria4a
ENSDARG00000062476,320.969733,0.194426284,0.158781838,1.224486922,0.220768597,0.390715257,snapc5
ENSDARG00000090883,3.799989546,-1.501183767,1.226146411,-1.22431037,0.220835166,0.390800838,gabra3
ENSDARG00000026764,3.305254176,1.586497828,1.296042908,1.224109031,0.2209111,0.39087074,ahsg1
ENSDARG00000060808,284.4123639,0.238261681,0.194634926,1.224146589,0.220896934,0.39087074,mecom
ENSDARG00000103691,816.7505552,0.184799033,0.151016196,1.223703403,0.221064136,0.391077019,rfx7b
ENSDARG00000036915,267.9045652,-0.189713547,0.155031434,-1.2237102,0.22106157,0.391077019,dolpp1
ENSDARG00000073686,468.6832549,0.186664914,0.152548566,1.22364253,0.221087108,0.391085415,heatr6
ENSDARG00000069029,39.165174,0.530901751,0.434013108,1.223238981,0.221239447,0.391322628,acss2l
ENSDARG00000103844,3.305236985,-1.5842595,1.29532923,-1.22305547,0.221308746,0.391412938,si:ch211-266c8.1
ENSDARG00000079834,117.5082171,-0.263532811,0.215489864,-1.222947596,0.22134949,0.391426507,kdf1a
ENSDARG00000089109,8.099531016,-1.043944983,0.853636492,-1.222938561,0.221352903,0.391426507,bcl2b
ENSDARG00000060041,769.8042386,-0.163874438,0.134041541,-1.222564562,0.221494205,0.3916441,lig1
ENSDARG00000040910,109.4225331,0.316020527,0.258578355,1.222146096,0.221652384,0.391794646,ildr1b
ENSDARG00000056483,2788.943736,0.106670129,0.087271769,1.222275317,0.22160353,0.391794646,ssbp4
ENSDARG00000062267,2049.089798,-0.13415889,0.109767237,-1.222212502,0.221627277,0.391794646,kdm3b
ENSDARG00000099609,466.89296,-0.157454071,0.128832631,-1.222159873,0.221647175,0.391794646,tpbga
ENSDARG00000104119,187.7483763,0.219995056,0.180041924,1.221910163,0.221741602,0.391920062,kalrna
ENSDARG00000091918,10.90914803,0.808466942,0.661689222,1.221822746,0.221774665,0.391932566,BX548073.1
ENSDARG00000075008,179.143233,0.268232965,0.219540098,1.221794872,0.221785208,0.391932566,pask
ENSDARG00000077361,2869.806442,0.108474543,0.088788381,1.221720027,0.22181352,0.391947256,bptf
