GENE	SYMBOL	GE
ENSDARG00000019307	dusp5	Gene Expression
ENSDARG00000100747	ENSDARG00000100747	Gene Expression
ENSDARG00000100944	glrx2	Gene Expression
ENSDARG00000071558	fblim1	Gene Expression
ENSDARG00000101561	dbt	Gene Expression
ENSDARG00000019438	rnf13	Gene Expression
ENSDARG00000102846	trmt13	Gene Expression
ENSDARG00000095950	BX465868.1	Gene Expression
ENSDARG00000004789	lrp1ba	Gene Expression
ENSDARG00000004840	rassf1	Gene Expression
ENSDARG00000078169	cacna2d2b	Gene Expression
ENSDARG00000071465	lrrc39	Gene Expression
ENSDARG00000025340	tusc2b	Gene Expression
ENSDARG00000014898	ncbp2	Gene Expression
ENSDARG00000046002	necap2	Gene Expression
ENSDARG00000041708	kat14	Gene Expression
ENSDARG00000003952	pfn2	Gene Expression
ENSDARG00000093672	zgc:171435	Gene Expression
ENSDARG00000093852	si:dkey-19a16.1	Gene Expression
ENSDARG00000090145	tmem240b	Gene Expression
ENSDARG00000094171	lrp1ba	Gene Expression
ENSDARG00000071741	zgc:112977	Gene Expression
ENSDARG00000058984	rad23ab	Gene Expression
ENSDARG00000098347	si:ch1073-181h11.4	Gene Expression
ENSDARG00000071389	si:dkey-78l4.6	Gene Expression
ENSDARG00000031216	ssu72	Gene Expression
ENSDARG00000071036	si:dkey-286j15.3	Gene Expression
ENSDARG00000078657	ENSDARG00000078657	Gene Expression
ENSDARG00000058791	zgc:171887	Gene Expression
ENSDARG00000058794	si:dkey-19a16.2	Gene Expression
ENSDARG00000055108	gde1	Gene Expression
ENSDARG00000078223	ora4	Gene Expression
ENSDARG00000007067	si:dkey-19a16.16	Gene Expression
ENSDARG00000061256	si:dkey-44g23.5	Gene Expression
ENSDARG00000101986	irf6	Gene Expression
ENSDARG00000093798	slx4	Gene Expression
ENSDARG00000103121	AL953841.3	Gene Expression
ENSDARG00000061414	slx4	Gene Expression
ENSDARG00000092927	si:dkey-44g23.2	Gene Expression
ENSDARG00000041839	tsc22d2	Gene Expression
ENSDARG00000094388	celsr2	Gene Expression
ENSDARG00000014775	zgc:113220	Gene Expression
ENSDARG00000019726	celsr2	Gene Expression
ENSDARG00000103404	uchl5	Gene Expression
ENSDARG00000060645	sirt7	Gene Expression
ENSDARG00000095355	si:dkey-78l4.7	Gene Expression
ENSDARG00000091538	zranb3	Gene Expression
ENSDARG00000040713	rbbp9	Gene Expression
ENSDARG00000074084	strip1	Gene Expression
ENSDARG00000094309	si:ch73-92e7.6	Gene Expression
ENSDARG00000040864	si:dkey-286j15.1	Gene Expression
ENSDARG00000101885	si:dkey-20i20.11	Gene Expression
ENSDARG00000110106	si:dkey-20i20.4	Gene Expression
ENSDARG00000095397	znf1170	Gene Expression
ENSDARG00000041703	rrbp1b	Gene Expression
ENSDARG00000114349	si:dkey-20i20.15	Gene Expression
ENSDARG00000095455	si:dkey-20i20.10	Gene Expression
ENSDARG00000092246	si:dkey-20i20.3	Gene Expression
ENSDARG00000092027	si:dkey-20i20.9	Gene Expression
ENSDARG00000071833	znf1162	Gene Expression
ENSDARG00000003373	commd2	Gene Expression
ENSDARG00000071719	si:dkey-20i20.2	Gene Expression
ENSDARG00000077078	zgc:173726	Gene Expression
ENSDARG00000078159	zgc:175284	Gene Expression
ENSDARG00000094242	znf1171	Gene Expression
ENSDARG00000093562	si:dkey-20i20.7	Gene Expression
ENSDARG00000022905	znf1163	Gene Expression
ENSDARG00000110100	si:ch73-92e7.4	Gene Expression
ENSDARG00000071714	si:dkey-20i20.8	Gene Expression
ENSDARG00000094343	si:dkey-20i20.8	Gene Expression
ENSDARG00000092605	znf1003	Gene Expression
ENSDARG00000062997	hyal2b	Gene Expression
ENSDARG00000100861	BX465868.2	Gene Expression
ENSDARG00000078752	rubcn	Gene Expression
ENSDARG00000067719	wwtr1	Gene Expression
ENSDARG00000008767	tle2b	Gene Expression
ENSDARG00000101458	r3hdm1	Gene Expression
ENSDARG00000093491	si:dkey-78l4.8	Gene Expression
ENSDARG00000093402	si:dkey-286j17.4	Gene Expression
ENSDARG00000058367	abhd14a	Gene Expression
ENSDARG00000071657	si:dkey-19a16.4	Gene Expression
ENSDARG00000101979	eps8l3a	Gene Expression
ENSDARG00000098754	si:ch211-156p11.1	Gene Expression
ENSDARG00000090193	si:ch73-286h23.4	Gene Expression
ENSDARG00000071386	si:dkey-21e2.3	Gene Expression
ENSDARG00000000853	dstyk	Gene Expression
ENSDARG00000071656	si:dkey-19a16.5	Gene Expression
ENSDARG00000098761	rgs2	Gene Expression
ENSDARG00000093450	si:dkey-78l4.10	Gene Expression
ENSDARG00000040747	tm4sf4	Gene Expression
ENSDARG00000071381	si:dkey-78l4.11	Gene Expression
ENSDARG00000076799	rnd3a	Gene Expression
ENSDARG00000114695	hmox2a	Gene Expression
ENSDARG00000105147	osbpl1a	Gene Expression
ENSDARG00000098227	BX649608.1	Gene Expression
ENSDARG00000054255	tctex1d2	Gene Expression
ENSDARG00000100835	ENSDARG00000100835	Gene Expression
ENSDARG00000060668	tm4sf18	Gene Expression
ENSDARG00000090882	si:rp71-36a1.5	Gene Expression
ENSDARG00000095175	si:dkey-78l4.12	Gene Expression
ENSDARG00000013834	arhgef3	Gene Expression
ENSDARG00000027391	ccnd3	Gene Expression
ENSDARG00000063661	nuak2	Gene Expression
ENSDARG00000103979	calr3a	Gene Expression
ENSDARG00000102308	ttc39c	Gene Expression
ENSDARG00000103534	si:ch211-117l17.4	Gene Expression
ENSDARG00000041602	zgc:92335	Gene Expression
ENSDARG00000095195	si:dkey-19a16.11	Gene Expression
ENSDARG00000076965	cep70	Gene Expression
ENSDARG00000043055	hiat1b	Gene Expression
ENSDARG00000117135	si:dkey-78l4.13	Gene Expression
ENSDARG00000073744	ip6k1	Gene Expression
ENSDARG00000060884	nmur1a	Gene Expression
ENSDARG00000040874	add3a	Gene Expression
ENSDARG00000093862	si:ch211-274k16.2	Gene Expression
ENSDARG00000071462	lama3	Gene Expression
ENSDARG00000087299	armc9	Gene Expression
ENSDARG00000071378	micos13	Gene Expression
ENSDARG00000001057	bysl	Gene Expression
ENSDARG00000071590	si:ch211-236g6.1	Gene Expression
ENSDARG00000062049	arhgap45b	Gene Expression
ENSDARG00000076983	rnasel4	Gene Expression
ENSDARG00000095174	arhgap45b	Gene Expression
ENSDARG00000104491	ampd2a	Gene Expression
ENSDARG00000092702	si:dkeyp-20e4.8	Gene Expression
ENSDARG00000055100	cxcl12b	Gene Expression
ENSDARG00000038489	b3gnt7	Gene Expression
ENSDARG00000071589	si:dkey-253d23.2	Gene Expression
ENSDARG00000057159	ankrd29	Gene Expression
ENSDARG00000095643	si:dkey-253d23.3	Gene Expression
ENSDARG00000042753	cts12	Gene Expression
ENSDARG00000094533	si:dkey-246e1.3	Gene Expression
ENSDARG00000095398	si:ch73-256j6.6	Gene Expression
ENSDARG00000094604	si:ch73-256j6.3	Gene Expression
ENSDARG00000093574	si:ch73-256j6.4	Gene Expression
ENSDARG00000071653	si:ch73-256j6.2	Gene Expression
ENSDARG00000078519	si:ch73-256j6.4	Gene Expression
ENSDARG00000079762	si:dkey-253d23.4	Gene Expression
ENSDARG00000002002	lmcd1	Gene Expression
ENSDARG00000071377	hsd11b1la	Gene Expression
ENSDARG00000095918	si:ch211-274k16.9	Gene Expression
ENSDARG00000017658	gmppb	Gene Expression
ENSDARG00000058566	si:dkey-253d23.5	Gene Expression
ENSDARG00000043196	rnasel2	Gene Expression
ENSDARG00000000229	usp49	Gene Expression
ENSDARG00000046006	med20	Gene Expression
ENSDARG00000102059	si:ch211-117l17.6	Gene Expression
ENSDARG00000002710	ncl	Gene Expression
ENSDARG00000078476	znf990	Gene Expression
ENSDARG00000021805	tle5	Gene Expression
ENSDARG00000104894	si:ch73-138e16.2	Gene Expression
ENSDARG00000086221	si:ch211-226h8.4	Gene Expression
ENSDARG00000058346	sass6	Gene Expression
ENSDARG00000010312	cp	Gene Expression
ENSDARG00000095745	si:ch73-138e16.3	Gene Expression
ENSDARG00000010002	gna11a	Gene Expression
ENSDARG00000058562	znf991	Gene Expression
ENSDARG00000100217	si:ch211-117l17.7	Gene Expression
ENSDARG00000092513	pku300	Gene Expression
ENSDARG00000090673	si:ch1073-104i17.1	Gene Expression
ENSDARG00000102363	si:ch73-138e16.4	Gene Expression
ENSDARG00000077097	si:ch211-226h8.6	Gene Expression
ENSDARG00000103026	p3h2	Gene Expression
ENSDARG00000094427	si:dkey-253d23.8	Gene Expression
ENSDARG00000046007	tmcc2	Gene Expression
ENSDARG00000095966	zgc:171699	Gene Expression
ENSDARG00000040141	si:ch73-138e16.5	Gene Expression
ENSDARG00000095454	si:dkey-19a16.13	Gene Expression
ENSDARG00000043198	si:rp71-1i20.2	Gene Expression
ENSDARG00000101044	si:ch73-138e16.6	Gene Expression
ENSDARG00000079236	si:dkey-253d23.11	Gene Expression
ENSDARG00000074820	si:dkey-253d23.9	Gene Expression
ENSDARG00000095401	si:rp71-1i20.1	Gene Expression
ENSDARG00000040884	mxi1	Gene Expression
ENSDARG00000071648	zgc:113298	Gene Expression
ENSDARG00000094252	BX649448.4	Gene Expression
ENSDARG00000034013	rgmd	Gene Expression
ENSDARG00000076554	cdkn1a	Gene Expression
ENSDARG00000071416	gna15.4	Gene Expression
ENSDARG00000092481	si:ch211-207c7.2	Gene Expression
ENSDARG00000089869	zgc:172218	Gene Expression
ENSDARG00000102448	BX322657.1	Gene Expression
ENSDARG00000071375	celf5a	Gene Expression
ENSDARG00000029011	xpnpep1	Gene Expression
ENSDARG00000078234	nlrc7	Gene Expression
ENSDARG00000101542	si:dkeyp-53d3.5	Gene Expression
ENSDARG00000013928	plekhb2	Gene Expression
ENSDARG00000077862	si:dkey-169i5.4	Gene Expression
ENSDARG00000092948	gna15.3	Gene Expression
ENSDARG00000103078	zgc:174222	Gene Expression
ENSDARG00000100544	zgc:173486	Gene Expression
ENSDARG00000061846	rxfp3.2b	Gene Expression
ENSDARG00000098898	si:ch211-255f4.2	Gene Expression
ENSDARG00000103936	zgc:173486	Gene Expression
ENSDARG00000098609	si:dkey-4c15.8	Gene Expression
ENSDARG00000021812	cherp	Gene Expression
ENSDARG00000056226	creb3l3a	Gene Expression
ENSDARG00000071581	zgc:174564	Gene Expression
ENSDARG00000058328	lsm7	Gene Expression
ENSDARG00000059360	srsf3b	Gene Expression
ENSDARG00000094199	si:ch211-226h8.8	Gene Expression
ENSDARG00000022271	trim35-34	Gene Expression
ENSDARG00000060838	trim35-33	Gene Expression
ENSDARG00000056654	gna15.3	Gene Expression
ENSDARG00000029841	tmprss9	Gene Expression
ENSDARG00000087046	si:ch211-222k6.2	Gene Expression
ENSDARG00000093164	si:rp71-23d18.8	Gene Expression
ENSDARG00000002909	tjp3	Gene Expression
ENSDARG00000071578	si:ch211-222k6.3	Gene Expression
ENSDARG00000042094	eef2a.1	Gene Expression
ENSDARG00000113572	si:dkey-102c8.3	Gene Expression
ENSDARG00000058537	si:dkey-102c8.2	Gene Expression
ENSDARG00000058297	timm13	Gene Expression
ENSDARG00000103477	si:ch211-255f4.5	Gene Expression
ENSDARG00000016364	gna15.1	Gene Expression
ENSDARG00000071458	si:dkey-121a11.3	Gene Expression
ENSDARG00000016825	vtg6	Gene Expression
ENSDARG00000043279	aqp12	Gene Expression
ENSDARG00000042065	eef2a.2	Gene Expression
ENSDARG00000078429	vtg4	Gene Expression
ENSDARG00000071024	zgc:171679	Gene Expression
ENSDARG00000092252	si:dkey-103k4.1	Gene Expression
ENSDARG00000071020	si:dkey-42l16.1	Gene Expression
ENSDARG00000018881	apobec2a	Gene Expression
ENSDARG00000099317	si:ch211-255f4.9	Gene Expression
ENSDARG00000100915	si:ch211-255f4.7	Gene Expression
ENSDARG00000095940	si:dkey-19a16.12	Gene Expression
ENSDARG00000111614	znf1183	Gene Expression
ENSDARG00000103571	si:ch211-255f4.8	Gene Expression
ENSDARG00000093249	si:ch211-226h8.11	Gene Expression
ENSDARG00000117185	si:ch211-255f4.11	Gene Expression
ENSDARG00000019930	tal1	Gene Expression
ENSDARG00000061602	ssx2ipb	Gene Expression
ENSDARG00000092126	vtg5	Gene Expression
ENSDARG00000075248	zgc:172133	Gene Expression
ENSDARG00000018476	pak2b	Gene Expression
ENSDARG00000041609	adarb1a	Gene Expression
ENSDARG00000069708	cdc34a	Gene Expression
ENSDARG00000095800	si:ch211-105n15.1	Gene Expression
ENSDARG00000015749	hps3	Gene Expression
ENSDARG00000077982	elf3	Gene Expression
ENSDARG00000092233	vtg1	Gene Expression
ENSDARG00000008306	rdh5	Gene Expression
ENSDARG00000002917	gls2b	Gene Expression
ENSDARG00000092779	si:rp71-23d18.4	Gene Expression
ENSDARG00000092419	vtg7	Gene Expression
ENSDARG00000017127	pdzk1ip1	Gene Expression
ENSDARG00000040920	si:dkey-49n23.1	Gene Expression
ENSDARG00000042091	btbd2a	Gene Expression
ENSDARG00000058322	enc3	Gene Expression
ENSDARG00000095325	si:dkey-49n23.3	Gene Expression
ENSDARG00000042045	hmg20b	Gene Expression
ENSDARG00000003087	ubxn6	Gene Expression
ENSDARG00000095913	CU861903.1	Gene Expression
ENSDARG00000071644	si:dkey-19a16.7	Gene Expression
ENSDARG00000070918	si:ch211-284e20.8	Gene Expression
ENSDARG00000061829	unc13a	Gene Expression
ENSDARG00000006079	gpr37l1a	Gene Expression
ENSDARG00000086408	zgc:171717	Gene Expression
ENSDARG00000087583	zgc:171717	Gene Expression
ENSDARG00000061810	mbd3b	Gene Expression
ENSDARG00000100000	CR352226.5	Gene Expression
ENSDARG00000071643	zgc:171490	Gene Expression
ENSDARG00000078686	arl8a	Gene Expression
ENSDARG00000071500	fam207a	Gene Expression
ENSDARG00000063559	pigx	Gene Expression
ENSDARG00000059175	cep19	Gene Expression
ENSDARG00000042308	arhgef18b	Gene Expression
ENSDARG00000040732	elavl2	Gene Expression
ENSDARG00000097229	si:ch211-226h8.15	Gene Expression
ENSDARG00000071684	rx1	Gene Expression
ENSDARG00000057975	plcd4a	Gene Expression
ENSDARG00000078301	zgc:162255	Gene Expression
ENSDARG00000100808	znf1183	Gene Expression
ENSDARG00000101191	si:ch211-255f4.13	Gene Expression
ENSDARG00000102258	si:dkey-1b17.1	Gene Expression
ENSDARG00000006609	map2k2a	Gene Expression
ENSDARG00000093111	si:ch211-209l18.2	Gene Expression
ENSDARG00000090847	si:ch211-209l18.4	Gene Expression
ENSDARG00000042900	gtpbp1l	Gene Expression
ENSDARG00000014171	bloc1s1	Gene Expression
ENSDARG00000062152	chaf1a	Gene Expression
ENSDARG00000039899	zbtb7a	Gene Expression
ENSDARG00000016188	ENSDARG00000016188	Gene Expression
ENSDARG00000038475	acy1	Gene Expression
ENSDARG00000088713	si:ch211-226h8.14	Gene Expression
ENSDARG00000057042	tm2d1	Gene Expression
ENSDARG00000093333	si:dkey-38n4.2	Gene Expression
ENSDARG00000024964	patj	Gene Expression
ENSDARG00000004502	rcor3	Gene Expression
ENSDARG00000043288	impact	Gene Expression
ENSDARG00000074670	matk	Gene Expression
ENSDARG00000022413	ing5a	Gene Expression
ENSDARG00000013279	znf76	Gene Expression
ENSDARG00000040938	ssuh2.1	Gene Expression
ENSDARG00000097026	si:dkey-16m19.1	Gene Expression
ENSDARG00000071524	insrb	Gene Expression
ENSDARG00000077609	elfn2a	Gene Expression
ENSDARG00000054418	ssuh2.2	Gene Expression
ENSDARG00000042925	mfng	Gene Expression
ENSDARG00000104728	BX950205.1	Gene Expression
ENSDARG00000101998	si:dkey-1b17.2	Gene Expression
ENSDARG00000033855	cnot9	Gene Expression
ENSDARG00000099867	si:ch73-103b2.1	Gene Expression
ENSDARG00000097458	si:dkey-208m12.3	Gene Expression
ENSDARG00000071143	si:dkey-208m12.2	Gene Expression
ENSDARG00000074085	si:ch1073-188e1.1	Gene Expression
ENSDARG00000032298	tbc1d20	Gene Expression
ENSDARG00000058753	si:ch73-213k20.5	Gene Expression
ENSDARG00000094089	sult3st3	Gene Expression
ENSDARG00000101425	si:dkey-1b17.5	Gene Expression
ENSDARG00000076614	ssuh2.3	Gene Expression
ENSDARG00000075027	fgfr1bl	Gene Expression
ENSDARG00000071683	zfr2	Gene Expression
ENSDARG00000101624	lmnb2	Gene Expression
ENSDARG00000104015	fgfr1bl	Gene Expression
ENSDARG00000099618	si:dkey-1b17.6	Gene Expression
ENSDARG00000010531	scamp4	Gene Expression
ENSDARG00000100196	znf1160	Gene Expression
ENSDARG00000086247	si:ch73-189n23.1	Gene Expression
ENSDARG00000017240	traf5	Gene Expression
ENSDARG00000011152	rpp14	Gene Expression
ENSDARG00000031954	rbck1	Gene Expression
ENSDARG00000093841	zgc:152936	Gene Expression
ENSDARG00000042147	rbbp5	Gene Expression
ENSDARG00000007250	use1	Gene Expression
ENSDARG00000100882	znf1154	Gene Expression
ENSDARG00000115890	si:dkey-1b17.9	Gene Expression
ENSDARG00000029057	tm6sf2	Gene Expression
ENSDARG00000054827	ssuh2.4	Gene Expression
ENSDARG00000060805	map1sa	Gene Expression
ENSDARG00000095798	BX666064.1	Gene Expression
ENSDARG00000042920	sult3st3	Gene Expression
ENSDARG00000011863	ptk7a	Gene Expression
ENSDARG00000019004	smarcd1	Gene Expression
ENSDARG00000024775	si:ch211-129c21.1	Gene Expression
ENSDARG00000071103	si:dkey-222p3.1	Gene Expression
ENSDARG00000043180	gpd1b	Gene Expression
ENSDARG00000101955	znf1159	Gene Expression
ENSDARG00000112141	znf1169	Gene Expression
ENSDARG00000100127	znf1178	Gene Expression
ENSDARG00000095801	BX649485.2	Gene Expression
ENSDARG00000071678	atcaya	Gene Expression
ENSDARG00000100588	rpl36	Gene Expression
ENSDARG00000070930	cart1	Gene Expression
ENSDARG00000102538	mccc1	Gene Expression
ENSDARG00000099061	znf1154	Gene Expression
ENSDARG00000104613	znf1179	Gene Expression
ENSDARG00000022372	kng1	Gene Expression
ENSDARG00000095820	BX649485.4	Gene Expression
ENSDARG00000061138	senp7b	Gene Expression
ENSDARG00000007421	ftcd	Gene Expression
ENSDARG00000062173	camsap2a	Gene Expression
ENSDARG00000070847	trim35-20	Gene Expression
ENSDARG00000062420	nfia	Gene Expression
ENSDARG00000102765	lonp1	Gene Expression
ENSDARG00000094109	znf1168	Gene Expression
ENSDARG00000101694	znf1184	Gene Expression
ENSDARG00000087623	BX649485.1	Gene Expression
ENSDARG00000095803	BX649485.3	Gene Expression
ENSDARG00000018542	hapln4	Gene Expression
ENSDARG00000071495	sult3st5	Gene Expression
ENSDARG00000007081	pias4a	Gene Expression
ENSDARG00000101008	soul4	Gene Expression
ENSDARG00000115326	znf1002	Gene Expression
ENSDARG00000054818	rpl32	Gene Expression
ENSDARG00000091131	cry3b	Gene Expression
ENSDARG00000107385	aars2	Gene Expression
ENSDARG00000103853	znf1183	Gene Expression
ENSDARG00000100468	znf1182	Gene Expression
ENSDARG00000100361	znf1174	Gene Expression
ENSDARG00000101362	mibp	Gene Expression
ENSDARG00000099428	si:dkey-15h8.17	Gene Expression
ENSDARG00000008735	atp6ap2	Gene Expression
ENSDARG00000022177	ddx59	Gene Expression
ENSDARG00000062402	frem1b	Gene Expression
ENSDARG00000005749	cand2	Gene Expression
ENSDARG00000042947	mstna	Gene Expression
ENSDARG00000100288	impg2b	Gene Expression
ENSDARG00000100105	impg2b	Gene Expression
ENSDARG00000054807	sec13	Gene Expression
ENSDARG00000102606	znf1158	Gene Expression
ENSDARG00000086985	klc4	Gene Expression
ENSDARG00000088923	si:ch211-12h2.8	Gene Expression
ENSDARG00000040781	sult3st4	Gene Expression
ENSDARG00000063195	pxk	Gene Expression
ENSDARG00000071555	zgc:153675	Gene Expression
ENSDARG00000104142	si:dkey-15h8.10	Gene Expression
ENSDARG00000098800	znf1156	Gene Expression
ENSDARG00000005783	ncanb	Gene Expression
ENSDARG00000071394	foxq2	Gene Expression
ENSDARG00000102678	znf1181	Gene Expression
ENSDARG00000061496	si:ch211-250e5.2	Gene Expression
ENSDARG00000104938	ftsj3	Gene Expression
ENSDARG00000100807	si:ch211-213c4.5	Gene Expression
ENSDARG00000071790	znf1153	Gene Expression
ENSDARG00000062187	kif14	Gene Expression
ENSDARG00000056395	onecut3a	Gene Expression
ENSDARG00000017798	bcor	Gene Expression
ENSDARG00000090929	si:dkeyp-98a7.3	Gene Expression
ENSDARG00000042799	atpaf1	Gene Expression
ENSDARG00000042285	atp8b3	Gene Expression
ENSDARG00000071095	abi3bpb	Gene Expression
ENSDARG00000089525	si:dkeyp-98a7.5	Gene Expression
ENSDARG00000096097	si:dkeyp-98a7.4	Gene Expression
ENSDARG00000107226	si:dkeyp-98a7.3	Gene Expression
ENSDARG00000021346	pdhb	Gene Expression
ENSDARG00000071725	znf1167	Gene Expression
ENSDARG00000091867	CR936300.1	Gene Expression
ENSDARG00000071680	loxl5a	Gene Expression
ENSDARG00000098644	si:ch211-126j24.1	Gene Expression
ENSDARG00000086457	tnfaip8l1	Gene Expression
ENSDARG00000071679	mydgf	Gene Expression
ENSDARG00000006266	stat1a	Gene Expression
ENSDARG00000093619	sult3st2	Gene Expression
ENSDARG00000100563	BX323453.1	Gene Expression
ENSDARG00000088895	si:dkeyp-98a7.7	Gene Expression
ENSDARG00000011890	cry4	Gene Expression
ENSDARG00000019302	mid1ip1b	Gene Expression
ENSDARG00000102601	si:dkey-15h8.15	Gene Expression
ENSDARG00000099158	CR450748.1	Gene Expression
ENSDARG00000101866	asic1b	Gene Expression
ENSDARG00000043095	kctd6a	Gene Expression
ENSDARG00000094674	si:dkeyp-98a7.8	Gene Expression
ENSDARG00000016730	rfxank	Gene Expression
ENSDARG00000071088	adgrg7.1	Gene Expression
ENSDARG00000087584	si:dkeyp-98a7.9	Gene Expression
ENSDARG00000071570	si:dkeyp-87e7.4	Gene Expression
ENSDARG00000071085	adgrg7.2	Gene Expression
ENSDARG00000056162	nr2c2ap	Gene Expression
ENSDARG00000014995	jagn1b	Gene Expression
ENSDARG00000098613	zgc:174222	Gene Expression
ENSDARG00000114797	rab3b	Gene Expression
ENSDARG00000032516	rrp36	Gene Expression
ENSDARG00000103270	CR513789.1	Gene Expression
ENSDARG00000071398	si:dkey-172o19.2	Gene Expression
ENSDARG00000105115	si:dkey-57c15.1	Gene Expression
ENSDARG00000003533	col8a1b	Gene Expression
ENSDARG00000062712	tmem264	Gene Expression
ENSDARG00000043404	rpp21	Gene Expression
ENSDARG00000099295	BX511034.4	Gene Expression
ENSDARG00000017314	cela1.6	Gene Expression
ENSDARG00000071437	ptprc	Gene Expression
ENSDARG00000102295	dnaja3b	Gene Expression
ENSDARG00000008407	tspan7b	Gene Expression
ENSDARG00000092346	nfil3-4	Gene Expression
ENSDARG00000059015	lim2.2	Gene Expression
ENSDARG00000061970	lingo3a	Gene Expression
ENSDARG00000071083	si:dkeyp-34c12.1	Gene Expression
ENSDARG00000100533	si:ch1073-178p5.3	Gene Expression
ENSDARG00000071339	borcs8	Gene Expression
ENSDARG00000043021	slc26a11	Gene Expression
ENSDARG00000086661	si:ch211-125m10.6	Gene Expression
ENSDARG00000076474	org	Gene Expression
ENSDARG00000032087	sgsh	Gene Expression
ENSDARG00000062372	nrd1b	Gene Expression
ENSDARG00000100755	CU074330.1	Gene Expression
ENSDARG00000074633	gpr35.1	Gene Expression
ENSDARG00000103522	si:zfos-943e10.1	Gene Expression
ENSDARG00000068126	nppc	Gene Expression
ENSDARG00000024588	gpc5b	Gene Expression
ENSDARG00000103827	znf1144	Gene Expression
ENSDARG00000043175	cela1.1	Gene Expression
ENSDARG00000053774	alpi.2	Gene Expression
ENSDARG00000030250	dennd2db	Gene Expression
ENSDARG00000044241	dram2b	Gene Expression
ENSDARG00000096423	pimr205	Gene Expression
ENSDARG00000094273	peak3	Gene Expression
ENSDARG00000015273	alpi.1	Gene Expression
ENSDARG00000110069	pdgfaa	Gene Expression
ENSDARG00000062702	ankmy1	Gene Expression
ENSDARG00000019341	gpc1a	Gene Expression
ENSDARG00000101198	BX927181.3	Gene Expression
ENSDARG00000054858	tp53bp2b	Gene Expression
ENSDARG00000056966	nek7	Gene Expression
ENSDARG00000063412	cers1	Gene Expression
ENSDARG00000100192	znf1155	Gene Expression
ENSDARG00000093170	mef2b	Gene Expression
ENSDARG00000095462	cela1.2	Gene Expression
ENSDARG00000040230	si:dkey-37m8.11	Gene Expression
ENSDARG00000078828	npb	Gene Expression
ENSDARG00000043006	gnav1	Gene Expression
ENSDARG00000058861	ncln	Gene Expression
ENSDARG00000071403	oaz1a	Gene Expression
ENSDARG00000053074	gipc3	Gene Expression
ENSDARG00000096237	pimr206	Gene Expression
ENSDARG00000012790	tmem161a	Gene Expression
ENSDARG00000027618	grip2b	Gene Expression
ENSDARG00000043173	cela1.3	Gene Expression
ENSDARG00000023963	tpm4a	Gene Expression
ENSDARG00000062812	glsa	Gene Expression
ENSDARG00000042908	hsh2d	Gene Expression
ENSDARG00000101128	si:dkey-211f22.5	Gene Expression
ENSDARG00000092274	si:dkey-3k20.1	Gene Expression
ENSDARG00000093850	BX649457.1	Gene Expression
ENSDARG00000076484	stab1	Gene Expression
ENSDARG00000056979	lhx9	Gene Expression
ENSDARG00000099410	si:dkeyp-79b7.3	Gene Expression
ENSDARG00000074851	s1pr4	Gene Expression
ENSDARG00000101094	ENSDARG00000101094	Gene Expression
ENSDARG00000014357	amh	Gene Expression
ENSDARG00000071059	gtpbp2b	Gene Expression
ENSDARG00000021177	cept1b	Gene Expression
ENSDARG00000071439	ENSDARG00000071439	Gene Expression
ENSDARG00000017994	tssk6	Gene Expression
ENSDARG00000078313	ENSDARG00000078313	Gene Expression
ENSDARG00000006192	gatad2ab	Gene Expression
ENSDARG00000043171	cela1.4	Gene Expression
ENSDARG00000001818	c3b.2	Gene Expression
ENSDARG00000099655	pimr207	Gene Expression
ENSDARG00000059738	ptprsa	Gene Expression
ENSDARG00000043003	pcyt2	Gene Expression
ENSDARG00000043168	cela1.5	Gene Expression
ENSDARG00000015123	dnase1l4.1	Gene Expression
ENSDARG00000094409	CU463033.1	Gene Expression
ENSDARG00000061992	dot1l	Gene Expression
ENSDARG00000079296	gcga	Gene Expression
ENSDARG00000101868	dennd1b	Gene Expression
ENSDARG00000071670	tma7	Gene Expression
ENSDARG00000111823	pimr98	Gene Expression
ENSDARG00000042940	nab1a	Gene Expression
ENSDARG00000062355	axdnd1	Gene Expression
ENSDARG00000018516	stk38b	Gene Expression
ENSDARG00000100506	crb1	Gene Expression
ENSDARG00000112788	pimr95	Gene Expression
ENSDARG00000102053	znf1164	Gene Expression
ENSDARG00000032318	mfsd6a	Gene Expression
ENSDARG00000042850	nphs2	Gene Expression
ENSDARG00000020467	safb	Gene Expression
ENSDARG00000070898	si:ch211-262h13.3	Gene Expression
ENSDARG00000071450	tdrd5	Gene Expression
ENSDARG00000114379	pimr99	Gene Expression
ENSDARG00000070913	sox2	Gene Expression
ENSDARG00000013022	si:ch211-59h6.1	Gene Expression
ENSDARG00000057590	si:ch1073-396h14.1	Gene Expression
ENSDARG00000063180	dock3	Gene Expression
ENSDARG00000114532	pimr97	Gene Expression
ENSDARG00000092890	si:ch73-44m9.5	Gene Expression
ENSDARG00000023537	ahr1b	Gene Expression
ENSDARG00000061692	yjefn3	Gene Expression
ENSDARG00000110606	pimr97	Gene Expression
ENSDARG00000000568	ell	Gene Expression
ENSDARG00000013687	cilp2	Gene Expression
ENSDARG00000093021	ENSDARG00000093021	Gene Expression
ENSDARG00000077058	cela1.5	Gene Expression
ENSDARG00000061757	rabgap1l	Gene Expression
ENSDARG00000044420	dnajc19	Gene Expression
ENSDARG00000093460	gpr52	Gene Expression
ENSDARG00000071333	si:ch211-212d10.2	Gene Expression
ENSDARG00000103754	aspm	Gene Expression
ENSDARG00000079420	dpp4	Gene Expression
